hand_value,action
0.4592455459197352,Call
0.5270856147389512,Fold
0.8045129146328729,Check
0.9864139028005819,Raise
0.17439253200901297,Check
0.764335542179351,Raise
0.987717823543374,Raise
0.8731514850887044,Raise
0.32626069339271313,Check
0.06278802265552172,Check
0.23605207014471638,Check
0.24997796466581884,Fold
0.8099576648864639,Raise
0.2401100506182597,Check
0.20539689794162752,Check
0.9294929293228468,Raise
0.6632926295254972,Raise
0.5232500001423588,Raise
0.9330374961338921,Raise
0.21034969171696402,Check
0.7813395628229586,Raise
0.024887398382317072,Check
0.9841428621564023,Raise
0.876029666249925,Raise
0.026823660950896878,Fold
0.619416725391832,Raise
0.1008724499851125,Check
0.8835375382152416,Raise
0.06425832065327304,Check
0.5521649256670933,Check
0.5265557128718547,Fold
0.019813200304430678,Fold
0.7008724355413054,Raise
0.8097838177938824,Raise
0.8278026580415995,Raise
0.8792913251350858,Raise
0.1878437878944861,Call
0.611993048843742,Check
0.5835664978490035,Check
0.20437469037270725,Call
0.09136330812161127,Call
0.6942268556241195,Raise
0.41102115225839475,Call
0.25756141518363745,Fold
0.8663411160674872,Raise
0.9797815945547056,Call
0.8373751518715624,Raise
0.5402262746048364,Check
0.8997638699776115,Raise
0.8006745005467777,Raise
0.2593728330619329,Check
0.10821068117781373,Fold
0.09418026491661825,Check
0.26220837627467697,Fold
0.3665200155131922,Check
0.04561740345200192,Check
0.4793512089733458,Check
0.920283595800639,Raise
0.8805160814427975,Raise
0.8603614083205853,Raise
0.7573328856606338,Raise
0.8457027891899546,Raise
0.13534592132141285,Fold
0.4150723545465278,Fold
0.8479777819514758,Raise
0.49365841690215406,Check
0.7958996452396767,Check
0.8481109582533012,Call
0.6474434233939336,Fold
0.15578419110422628,Call
0.7854446596122612,Raise
0.5629011036320746,Fold
0.6340877500769655,Raise
0.48752594230496726,Fold
0.8610516228835601,Raise
0.9488036633773568,Raise
0.38575265588149854,Fold
0.29277966265440164,Check
0.19610702666246094,Check
0.6014436690420094,Raise
0.4331281532926958,Fold
0.7090867900655995,Check
0.8234261494026878,Raise
0.19864725115217108,Fold
0.019324745507817542,Check
0.2737070332153797,Check
0.3123117779811098,Call
0.8264318665448067,Raise
0.06137523046319163,Raise
0.8345377020106537,Call
0.9067582941519107,Raise
0.7283058790692476,Check
0.33908439587995765,Fold
0.8026452818152777,Raise
0.6269030078162726,Raise
0.790882186262887,Raise
0.6374908567475007,Raise
0.9471468848032744,Call
0.35049798075113814,Check
0.26010674502211,Check
0.4736463856900519,Check
0.7658264615699695,Raise
0.8232412819718598,Fold
0.9304232701031325,Raise
0.15492057570475876,Call
0.05145427685727163,Fold
0.035683430405496194,Fold
0.2843221512238763,Fold
0.9647442255876673,Raise
0.20527195833129436,Raise
0.11570743943398822,Check
0.9857848735805417,Raise
0.8275435454881355,Raise
0.6534033081131869,Raise
0.059880372908571754,Fold
0.5460728339453658,Call
0.7697259894115807,Fold
0.5375398363487826,Fold
0.766091464282401,Raise
0.9045243298279791,Check
0.8273944192900707,Raise
0.8326494831613097,Call
0.5279563539204091,Fold
0.7130484109850829,Raise
0.8713411960419083,Raise
0.4848773825561956,Fold
0.4667770057657432,Check
0.11584994746504002,Fold
0.7815955402166747,Call
0.6356533151776681,Raise
0.538621514728018,Check
0.4488127423046381,Check
0.7373702071635317,Fold
0.9109009134578241,Check
0.9245462803572531,Raise
0.7367401419295794,Raise
0.34225044717580966,Check
0.2903866874757523,Check
0.48613240481075276,Check
0.8619252836246402,Raise
0.9985191400122448,Raise
0.6352450889980399,Raise
0.47325886639806813,Fold
0.7007759609772073,Raise
0.9819775814772629,Raise
0.7679020581046323,Check
0.2823801524194022,Fold
0.3946769482725889,Fold
0.516030484006947,Call
0.23014473819724388,Fold
0.765132350887876,Raise
0.03828212973843265,Fold
0.8369150753286076,Raise
0.8790805364769767,Raise
0.899852126994363,Raise
0.9548869848725078,Raise
0.8238547235922782,Raise
0.4610440414608431,Fold
0.41537357475718023,Fold
0.664852175772977,Raise
0.8609127053116025,Raise
0.9378549867160254,Raise
0.29111158559399575,Fold
0.6497871252878389,Raise
0.3316774624774007,Fold
0.2563524519829093,Fold
0.22353096539109996,Call
0.8613711931780379,Raise
0.4595586797455731,Check
0.813777017767987,Raise
0.6970845179649208,Raise
0.6277157222916452,Raise
0.0899283005254085,Call
0.7042484350163083,Call
0.6924069250584485,Call
0.2226788635052282,Check
0.04400488620303909,Check
0.7074990702529934,Raise
0.637567984042087,Raise
0.9388389375565513,Raise
0.13647229892404655,Fold
0.8435950963665294,Raise
0.7289292621985008,Call
0.9697080343612146,Raise
0.8289378001967183,Raise
0.6351605356465021,Fold
0.9295855053541088,Raise
0.7263084889750842,Call
0.9073543050787443,Raise
0.6537503067296601,Raise
0.3680801680240104,Fold
0.5390480208668544,Fold
0.7242062756276433,Raise
0.5146778680409613,Raise
0.5394112450814044,Raise
0.6111209815200321,Raise
0.7930626533448832,Raise
0.8233143278891757,Raise
0.7113074120561076,Raise
0.7360930764607241,Raise
0.3102325357627289,Check
0.642662757784373,Raise
0.8320162202354664,Raise
