hand_value,action
0.646348379240195,Raise
0.8215344091031993,Raise
0.6063493127203952,Call
0.4634230452067235,Fold
0.09391209684279252,Check
0.7641132224578943,Check
0.38736345234050346,Check
0.9192025918893749,Raise
0.5587649976711426,Call
0.801340151678418,Raise
0.283499470665256,Fold
0.4370551197963488,Fold
0.2501286291436538,Fold
0.12369455525932027,Fold
0.06125638806262552,Check
0.8821568092927631,Raise
0.5177958176931874,Fold
0.42253118547245944,Fold
0.10314811091545217,Call
0.6826010727158647,Raise
0.8375637828181001,Raise
0.22134452144506828,Call
0.8889286699716918,Raise
0.9476951475201305,Call
0.38003144865310784,Fold
0.8978850356599586,Call
0.5735962698216199,Fold
0.6558675404425169,Call
0.7364526557309494,Raise
0.45535988267908784,Check
0.38708363100472665,Fold
0.9576881249474721,Raise
0.2778474339735747,Check
0.6910913514672075,Raise
0.39905722339122573,Raise
0.12752466364808338,Fold
0.40112733841846415,Call
0.6310927253097819,Raise
0.21697112685484646,Fold
0.6146836158148942,Check
0.3167997686315816,Fold
0.9817794688999577,Raise
0.34168439751749435,Call
0.48390476148126693,Fold
0.979169816496834,Raise
0.6046338361416309,Raise
0.7162317207715291,Call
0.26944140804852174,Fold
0.9310045410909685,Raise
0.6195027531626028,Raise
0.36348999166693546,Check
0.7311761627338582,Raise
0.6939175178026045,Raise
0.3590113270293714,Call
0.7030015589105229,Raise
0.14075998547633034,Check
0.56980957232985,Check
0.7150021659479477,Check
0.4375335318098933,Fold
0.020802267200569522,Check
0.720504601876504,Raise
0.4641231819289344,Check
0.7190909311466313,Raise
0.969507670334692,Raise
0.4098743350635723,Check
0.35398406930076837,Check
0.5375008014081397,Check
0.11110238329268679,Check
0.6505129164693196,Check
0.06248930966864956,Check
0.1099968670869352,Check
0.06418397607482704,Check
0.7259821374657079,Raise
0.5663049765587744,Check
0.5151074810455547,Call
0.5558266655177477,Fold
0.7886432950267981,Raise
0.8344085521964355,Fold
0.571863806684145,Call
0.45732902830084887,Check
0.4841436917392814,Fold
0.09391551620118721,Fold
0.5294221955896328,Check
0.13857013182872596,Fold
