hand_value,action
0.1554340617122005,Call
0.7670506159607308,Call
0.6752137101063691,Call
0.31684474898218895,Check
0.9774015860971104,Raise
0.7062520790386557,Call
0.9038071618445044,Call
0.2823206249683989,Check
0.5676568220270743,Check
0.018446086031868304,Fold
0.832279526478221,Call
0.8137488277279729,Call
0.01602575103506224,Check
0.8325675499999222,Raise
0.025258908437538894,Check
0.9798494546303559,Call
0.8360761099869285,Raise
0.8627472657616215,Call
0.709176940388191,Call
0.965716438130648,Raise
0.5867986943770401,Check
0.7609287233439944,Check
0.19471461164632056,Check
0.9720303465066265,Raise
0.9751836313745774,Check
0.7682146896842021,Call
0.0026553971455104517,Fold
0.3902763852265105,Call
0.609871913103165,Call
0.08313143355996973,Check
0.39709504864002654,Raise
0.9209739902239821,Call
0.6497340147793252,Fold
0.010973702935844942,Check
0.41920009557302174,Call
0.3567767187633298,Call
0.9830525865562557,Call
0.8350473406039185,Check
0.6118409244414363,Check
0.13899838999957817,Check
0.679806386238461,Call
0.624276839712048,Fold
0.48020670827260925,Call
0.5622796686715806,Check
0.4247270415731164,Call
0.4065810555731086,Call
0.032865442056693825,Call
0.5915620449298378,Check
0.722711180179733,Call
0.7950649497442409,Raise
0.8651712647029788,Call
0.7026485827844383,Raise
0.15436870355397664,Check
0.6312641883827369,Call
0.39525071840263326,Check
0.8940399970841709,Call
0.4794130155677899,Check
0.8325796227769001,Call
0.9260013212186086,Call
0.2740955048511093,Check
0.1859079058694856,Fold
0.6970658330286174,Raise
0.8732964217809964,Call
0.9117388956778382,Call
0.6352116886668073,Call
0.6129386369719636,Check
0.26010890171750106,Call
0.11268468298564674,Call
0.9668449224203945,Call
0.17444734016606492,Fold
0.6792895718483877,Check
0.7786818762587415,Raise
0.6404256681401516,Check
0.5155614729611864,Call
0.5288568429263075,Check
0.6427741611782483,Raise
0.41883572153246407,Check
0.8609646605688459,Call
0.8358431557738305,Raise
0.16645831004302594,Check
0.6265236240213563,Call
0.9121152114438827,Check
0.7669427829969897,Call
0.27710293563851646,Fold
0.7668805976303358,Call
0.5036694773753153,Check
0.42236022155632746,Check
0.0832130611105796,Check
0.931987895741764,Call
0.9672480447900852,Raise
0.6088386875758105,Check
0.6473092605632415,Check
0.6109139718126656,Fold
0.8524282304965782,Call
0.41159492988561963,Call
0.8936301987072023,Call
0.23191835688066842,Fold
0.28034550174608636,Check
0.8771494801701426,Call
0.5132241647891381,Check
0.7525374682255817,Call
0.8680884344484009,Raise
0.9032402273906444,Raise
0.4291058725500311,Call
0.6542865986236233,Call
